time,.data
2020/04/03/19:49:55.046863,"(-9.787490844726562, -0.379486083984375, -0.422576904296875)"
2020/04/03/19:49:55.150607,"(-10.016143798828125, -0.586578369140625, -0.2813262939453125)"
2020/04/03/19:49:55.254955,"(-9.826995849609375, -0.4309539794921875, -0.2346343994140625)"
2020/04/03/19:49:55.358577,"(-10.060440063476562, -0.4201812744140625, -0.2501983642578125)"
2020/04/03/19:49:55.463964,"(-10.225631713867188, -0.4716644287109375, -0.348358154296875)"
2020/04/03/19:49:55.568292,"(-9.786300659179688, -0.3878631591796875, -0.2166748046875)"
2020/04/03/19:49:55.672884,"(-10.178955078125, -0.395050048828125, -0.42376708984375)"
2020/04/03/19:49:55.776644,"(-10.301055908203125, -0.4896087646484375, -0.2729339599609375)"
2020/04/03/19:49:55.881090,"(-10.0113525390625, -0.3160400390625, -0.3567352294921875)"
2020/04/03/19:49:55.987003,"(-10.291473388671875, -0.3938446044921875, -0.3208160400390625)"
2020/04/03/19:49:56.089906,"(-10.2340087890625, -0.4034271240234375, -0.4417266845703125)"
2020/04/03/19:49:56.195940,"(-9.752777099609375, -0.40582275390625, -0.3100433349609375)"
2020/04/03/19:49:56.301008,"(-10.1107177734375, -0.4453277587890625, -0.286102294921875)"
2020/04/03/19:49:56.403940,"(-9.98382568359375, -0.3280029296875, -0.323211669921875)"
2020/04/03/19:49:56.508646,"(-10.0855712890625, -0.363922119140625, -0.4153900146484375)"
2020/04/03/19:49:56.611709,"(-10.194503784179688, -0.3363800048828125, -0.401031494140625)"
2020/04/03/19:49:56.713700,"(-9.8748779296875, -0.3998260498046875, -0.2406158447265625)"
2020/04/03/19:49:56.816033,"(-10.038894653320312, -0.4477081298828125, -0.2394256591796875)"
2020/04/03/19:49:56.921820,"(-10.049667358398438, -0.4644775390625, -0.18914794921875)"
2020/04/03/19:49:57.024547,"(-10.174163818359375, -0.359130859375, -0.3663177490234375)"
2020/04/03/19:49:57.128715,"(-10.115509033203125, -0.3938446044921875, -0.2789306640625)"
2020/04/03/19:49:57.233482,"(-10.177749633789062, -0.360321044921875, -0.3890533447265625)"
2020/04/03/19:49:57.335694,"(-9.932342529296875, -0.412994384765625, -0.2418212890625)"
2020/04/03/19:49:57.438541,"(-10.151412963867188, -0.369903564453125, -0.2537841796875)"
2020/04/03/19:49:57.542212,"(-9.90960693359375, -0.38665771484375, -0.2358245849609375)"
2020/04/03/19:49:57.649281,"(-10.091552734375, -0.4561004638671875, -0.3567352294921875)"
2020/04/03/19:49:57.750600,"(-9.992202758789062, -0.3411712646484375, -0.363922119140625)"
2020/04/03/19:49:57.854027,"(-10.090362548828125, -0.357940673828125, -0.3926544189453125)"
2020/04/03/19:49:57.961809,"(-10.140640258789062, -0.3722991943359375, -0.3351898193359375)"
2020/04/03/19:49:58.063507,"(-10.145431518554688, -0.30047607421875, -0.37469482421875)"
2020/04/03/19:49:58.169729,"(-10.35491943359375, -0.42376708984375, -0.3447723388671875)"
2020/04/03/19:49:58.275562,"(-10.174163818359375, -0.3088531494140625, -0.41778564453125)"
2020/04/03/19:49:58.377110,"(-9.980224609375, -0.407012939453125, -0.354339599609375)"
2020/04/03/19:49:58.481800,"(-10.008956909179688, -0.3459625244140625, -0.453704833984375)"
2020/04/03/19:49:58.582330,"(-10.000579833984375, -0.354339599609375, -0.4153900146484375)"
2020/04/03/19:49:58.684809,"(-9.975448608398438, -0.396240234375, -0.4022216796875)"
2020/04/03/19:49:58.788985,"(-10.183731079101562, -0.3555450439453125, -0.4189910888671875)"
2020/04/03/19:49:58.893615,"(-10.316619873046875, -0.311248779296875, -0.3531494140625)"
2020/04/03/19:49:58.998412,"(-10.18133544921875, -0.3531494140625, -0.3160400390625)"
2020/04/03/19:49:59.102028,"(-10.214859008789062, -0.2920989990234375, -0.3938446044921875)"
2020/04/03/19:49:59.207127,"(-10.172958374023438, -0.3088531494140625, -0.3830718994140625)"
2020/04/03/19:49:59.312948,"(-10.010162353515625, -0.3399810791015625, -0.5255279541015625)"
2020/04/03/19:49:59.411467,"(-9.98382568359375, -0.317230224609375, -0.44891357421875)"
2020/04/03/19:49:59.516117,"(-9.982620239257812, -0.295684814453125, -0.487213134765625)"
2020/04/03/19:49:59.619867,"(-10.176559448242188, -0.354339599609375, -0.4189910888671875)"
2020/04/03/19:49:59.724210,"(-10.077194213867188, -0.22265625, -0.397430419921875)"
2020/04/03/19:49:59.830940,"(-10.218460083007812, -0.38067626953125, -0.37469482421875)"
2020/04/03/19:49:59.932954,"(-10.278305053710938, -0.2657623291015625, -0.4369354248046875)"
2020/04/03/19:50:00.035713,"(-9.85333251953125, -0.2358245849609375, -0.4740447998046875)"
2020/04/03/19:50:00.140301,"(-10.236404418945312, -0.4105987548828125, -0.4405364990234375)"
2020/04/03/19:50:00.246047,"(-9.913192749023438, -0.333984375, -0.4393310546875)"
2020/04/03/19:50:00.349461,"(-10.1478271484375, -0.3148345947265625, -0.44293212890625)"
2020/04/03/19:50:00.456313,"(-10.160995483398438, -0.369903564453125, -0.33160400390625)"
2020/04/03/19:50:00.559327,"(-10.127471923828125, -0.2944793701171875, -0.3722991943359375)"
2020/04/03/19:50:00.662720,"(-10.150222778320312, -0.3447723388671875, -0.2920989990234375)"
2020/04/03/19:50:00.768034,"(-10.22802734375, -0.38067626953125, -0.317230224609375)"
2020/04/03/19:50:00.872025,"(-10.120285034179688, -0.326812744140625, -0.3100433349609375)"
2020/04/03/19:50:00.976546,"(-10.0736083984375, -0.354339599609375, -0.37109375)"
2020/04/03/19:50:01.084137,"(-10.056838989257812, -0.2944793701171875, -0.37469482421875)"
2020/04/03/19:50:01.185953,"(-10.1968994140625, -0.3459625244140625, -0.3782806396484375)"
2020/04/03/19:50:01.289400,"(-9.98382568359375, -0.3363800048828125, -0.3399810791015625)"
2020/04/03/19:50:01.390870,"(-10.065231323242188, -0.3256072998046875, -0.3136444091796875)"
2020/04/03/19:50:01.496405,"(-10.182540893554688, -0.38067626953125, -0.42376708984375)"
2020/04/03/19:50:01.597136,"(-10.30584716796875, -0.2202606201171875, -0.4046173095703125)"
2020/04/03/19:50:01.699646,"(-9.834182739257812, -0.375885009765625, -0.2944793701171875)"
2020/04/03/19:50:01.801285,"(-10.071212768554688, -0.4417266845703125, -0.2777252197265625)"
2020/04/03/19:50:01.909072,"(-9.95269775390625, -0.3136444091796875, -0.4465179443359375)"
2020/04/03/19:50:02.010561,"(-10.038894653320312, -0.360321044921875, -0.2932891845703125)"
2020/04/03/19:50:02.115706,"(-10.194503784179688, -0.4309539794921875, -0.3244171142578125)"
2020/04/03/19:50:02.219831,"(-9.987411499023438, -0.3531494140625, -0.270538330078125)"
2020/04/03/19:50:02.323092,"(-9.980224609375, -0.3830718994140625, -0.34954833984375)"
2020/04/03/19:50:02.427155,"(-10.084381103515625, -0.3303985595703125, -0.3567352294921875)"
2020/04/03/19:50:02.532258,"(-9.850936889648438, -0.357940673828125, -0.3615264892578125)"
2020/04/03/19:50:02.636174,"(-10.176559448242188, -0.4261627197265625, -0.3148345947265625)"
2020/04/03/19:50:02.742150,"(-10.160995483398438, -0.27532958984375, -0.311248779296875)"
2020/04/03/19:50:02.846942,"(-10.180145263671875, -0.363922119140625, -0.3292083740234375)"
2020/04/03/19:50:02.949244,"(-10.266342163085938, -0.396240234375, -0.38067626953125)"
2020/04/03/19:50:03.054749,"(-10.16339111328125, -0.3292083740234375, -0.3890533447265625)"
2020/04/03/19:50:03.158036,"(-10.1107177734375, -0.1915435791015625, -0.45489501953125)"
2020/04/03/19:50:03.262453,"(-10.210067749023438, -0.1879425048828125, -0.59136962890625)"
2020/04/03/19:50:03.367285,"(-10.201690673828125, -0.2717437744140625, -0.4932098388671875)"
2020/04/03/19:50:03.471633,"(-10.195709228515625, -0.333984375, -0.5386962890625)"
2020/04/03/19:50:03.577407,"(-9.993392944335938, -0.247802734375, -0.4680633544921875)"
2020/04/03/19:50:03.680601,"(-10.202896118164062, -0.397430419921875, -0.3256072998046875)"
2020/04/03/19:50:03.783945,"(-10.289077758789062, -0.2777252197265625, -0.450103759765625)"
2020/04/03/19:50:03.890676,"(-10.123886108398438, -0.26934814453125, -0.475250244140625)"
2020/04/03/19:50:03.993304,"(-10.117889404296875, -0.33758544921875, -0.395050048828125)"
2020/04/03/19:50:04.097947,"(-9.970657348632812, -0.2837066650390625, -0.4405364990234375)"
2020/04/03/19:50:04.204278,"(-10.002975463867188, -0.4297637939453125, -0.3148345947265625)"
2020/04/03/19:50:04.306659,"(-9.985015869140625, -0.4141998291015625, -0.4345550537109375)"
2020/04/03/19:50:04.411271,"(-9.925155639648438, -0.326812744140625, -0.2513885498046875)"
2020/04/03/19:50:04.515948,"(-10.10113525390625, -0.412994384765625, -0.2035064697265625)"
2020/04/03/19:50:04.619402,"(-10.23760986328125, -0.37109375, -0.3244171142578125)"
2020/04/03/19:50:04.725006,"(-10.07958984375, -0.233428955078125, -0.357940673828125)"
2020/04/03/19:50:04.830452,"(-10.030502319335938, -0.3615264892578125, -0.4465179443359375)"
2020/04/03/19:50:04.932590,"(-9.8748779296875, -0.311248779296875, -0.4094085693359375)"
2020/04/03/19:50:05.038282,"(-9.98382568359375, -0.3411712646484375, -0.248992919921875)"
2020/04/03/19:50:05.142328,"(-10.114303588867188, -0.3196258544921875, -0.34954833984375)"
2020/04/03/19:50:05.243114,"(-10.278305053710938, -0.3507537841796875, -0.3471527099609375)"
2020/04/03/19:50:05.346087,"(-10.037689208984375, -0.1675872802734375, -0.3459625244140625)"
2020/04/03/19:50:05.449660,"(-10.309432983398438, -0.4189910888671875, -0.363922119140625)"
2020/04/03/19:50:05.555213,"(-10.188522338867188, -0.2513885498046875, -0.4644775390625)"
2020/04/03/19:50:05.656308,"(-10.050857543945312, -0.1879425048828125, -0.507568359375)"
2020/04/03/19:50:05.758279,"(-10.20648193359375, -0.326812744140625, -0.40582275390625)"
2020/04/03/19:50:05.862732,"(-10.166976928710938, -0.2944793701171875, -0.44891357421875)"
2020/04/03/19:50:05.968727,"(-10.11669921875, -0.2813262939453125, -0.37469482421875)"
2020/04/03/19:50:06.071173,"(-10.235214233398438, -0.30047607421875, -0.3818817138671875)"
2020/04/03/19:50:06.176121,"(-10.074798583984375, -0.333984375, -0.4153900146484375)"
2020/04/03/19:50:06.280295,"(-10.099945068359375, -0.322021484375, -0.3567352294921875)"
2020/04/03/19:50:06.384971,"(-10.135848999023438, -0.3148345947265625, -0.397430419921875)"
2020/04/03/19:50:06.490032,"(-10.113113403320312, -0.2573699951171875, -0.4201812744140625)"
2020/04/03/19:50:06.592550,"(-10.134658813476562, -0.317230224609375, -0.369903564453125)"
2020/04/03/19:50:06.697198,"(-10.34893798828125, -0.3303985595703125, -0.6524200439453125)"
2020/04/03/19:50:06.797543,"(-10.352523803710938, -0.34954833984375, -0.5458831787109375)"
2020/04/03/19:50:06.900725,"(-10.316619873046875, -0.178375244140625, -0.7864990234375)"
2020/04/03/19:50:07.002513,"(-10.232818603515625, -0.280120849609375, -0.67156982421875)"
2020/04/03/19:50:07.104460,"(-10.226837158203125, -0.3196258544921875, -1.1013336181640625)"
2020/04/03/19:50:07.210110,"(-10.00537109375, -0.2765350341796875, -1.1755523681640625)"
2020/04/03/19:50:07.315219,"(-10.115509033203125, -0.2537841796875, -1.4736328125)"
2020/04/03/19:50:07.418044,"(-10.014938354492188, -0.301666259765625, -1.522705078125)"
2020/04/03/19:50:07.522074,"(-9.971847534179688, -0.259765625, -1.7788848876953125)"
2020/04/03/19:50:07.627888,"(-10.038894653320312, -0.268157958984375, -1.7765045166015625)"
2020/04/03/19:50:07.727872,"(-9.971847534179688, -0.2286529541015625, -2.0410614013671875)"
2020/04/03/19:50:07.831304,"(-9.919174194335938, -0.286102294921875, -1.981201171875)"
2020/04/03/19:50:07.934578,"(-9.993392944335938, -0.243011474609375, -2.251739501953125)"
2020/04/03/19:50:08.039821,"(-10.053253173828125, -0.2394256591796875, -2.2577362060546875)"
2020/04/03/19:50:08.140965,"(-10.098739624023438, -0.1987152099609375, -2.50433349609375)"
2020/04/03/19:50:08.244065,"(-9.896438598632812, -0.305267333984375, -2.5641937255859375)"
2020/04/03/19:50:08.348665,"(-9.8629150390625, -0.211883544921875, -2.798828125)"
2020/04/03/19:50:08.448363,"(-9.858123779296875, -0.1867523193359375, -2.9137420654296875)"
2020/04/03/19:50:08.552126,"(-9.78509521484375, -0.2046966552734375, -3.095703125)"
2020/04/03/19:50:08.661169,"(-9.63665771484375, -0.2573699951171875, -3.19146728515625)"
2020/04/03/19:50:08.759752,"(-9.418792724609375, -0.2992706298828125, -3.174713134765625)"
2020/04/03/19:50:08.868111,"(-9.536102294921875, -0.2944793701171875, -3.4057464599609375)"
2020/04/03/19:50:08.969248,"(-9.582794189453125, -0.26934814453125, -3.450042724609375)"
2020/04/03/19:50:09.075785,"(-9.538497924804688, -0.270538330078125, -3.614044189453125)"
2020/04/03/19:50:09.178377,"(-9.543289184570312, -0.243011474609375, -3.697845458984375)"
2020/04/03/19:50:09.280694,"(-9.437942504882812, -0.3256072998046875, -3.7229766845703125)"
2020/04/03/19:50:09.382237,"(-9.481033325195312, -0.258575439453125, -3.951629638671875)"
2020/04/03/19:50:09.486116,"(-9.740814208984375, -0.079010009765625, -4.26287841796875)"
2020/04/03/19:50:09.590523,"(-9.731231689453125, -0.016754150390625, -4.5190582275390625)"
2020/04/03/19:50:09.695183,"(-9.554061889648438, -0.1089324951171875, -4.5046844482421875)"
2020/04/03/19:50:09.800205,"(-9.258377075195312, -0.2501983642578125, -4.453216552734375)"
2020/04/03/19:50:09.903512,"(-9.216476440429688, -0.2406158447265625, -4.5298309326171875)"
2020/04/03/19:50:10.007284,"(-9.064453125, -0.2944793701171875, -4.5501861572265625)"
2020/04/03/19:50:10.115843,"(-9.050079345703125, -0.199920654296875, -4.80755615234375)"
2020/04/03/19:50:10.216614,"(-8.929168701171875, -0.3028717041015625, -4.8937530517578125)"
2020/04/03/19:50:10.316868,"(-8.969879150390625, -0.2023162841796875, -5.0014801025390625)"
2020/04/03/19:50:10.422944,"(-9.006988525390625, -0.210693359375, -5.0912628173828125)"
2020/04/03/19:50:10.524867,"(-8.956710815429688, -0.259765625, -5.17626953125)"
2020/04/03/19:50:10.629411,"(-8.968673706054688, -0.0969696044921875, -5.236114501953125)"
2020/04/03/19:50:10.733213,"(-8.784332275390625, -0.2190704345703125, -5.313934326171875)"
2020/04/03/19:50:10.840382,"(-8.880096435546875, -0.23223876953125, -5.39892578125)"
2020/04/03/19:50:10.943604,"(-8.694549560546875, -0.196319580078125, -5.5665130615234375)"
2020/04/03/19:50:11.045293,"(-8.7484130859375, -0.13287353515625, -5.6814422607421875)"
2020/04/03/19:50:11.148701,"(-8.61553955078125, -0.1927337646484375, -5.720947265625)"
2020/04/03/19:50:11.250861,"(-8.498214721679688, -0.26336669921875, -5.774810791015625)"
2020/04/03/19:50:11.355572,"(-8.534133911132812, -0.2046966552734375, -5.88494873046875)"
2020/04/03/19:50:11.460213,"(-8.3773193359375, -0.2286529541015625, -6.0142364501953125)"
2020/04/03/19:50:11.563784,"(-8.318649291992188, -0.221466064453125, -6.0836639404296875)"
2020/04/03/19:50:11.665600,"(-8.434768676757812, -0.1244964599609375, -6.1459197998046875)"
2020/04/03/19:50:11.770806,"(-8.173797607421875, -0.2238616943359375, -6.2153472900390625)"
2020/04/03/19:50:11.871714,"(-8.099578857421875, -0.24420166015625, -6.2428741455078125)"
2020/04/03/19:50:11.976212,"(-7.9679107666015625, -0.2238616943359375, -6.3781585693359375)"
2020/04/03/19:50:12.076686,"(-7.929595947265625, -0.2190704345703125, -6.3997039794921875)"
2020/04/03/19:50:12.180783,"(-8.0301513671875, -0.1831512451171875, -6.5265960693359375)"
2020/04/03/19:50:12.284795,"(-8.103179931640625, -0.1508331298828125, -6.588836669921875)"
2020/04/03/19:50:12.391015,"(-7.9535369873046875, -0.168792724609375, -6.6846160888671875)"
2020/04/03/19:50:12.494009,"(-7.882904052734375, -0.159210205078125, -6.7420654296875)"
2020/04/03/19:50:12.594521,"(-7.623138427734375, -0.243011474609375, -6.8593902587890625)"
2020/04/03/19:50:12.696977,"(-7.8805084228515625, -0.184356689453125, -6.8641815185546875)"
2020/04/03/19:50:12.802698,"(-7.7835540771484375, -0.19512939453125, -6.9060821533203125)"
2020/04/03/19:50:12.906099,"(-7.62432861328125, -0.1939239501953125, -6.951568603515625)"
2020/04/03/19:50:13.008805,"(-7.6195526123046875, -0.136474609375, -7.1179656982421875)"
2020/04/03/19:50:13.108952,"(-7.6518707275390625, -0.1771697998046875, -7.1024017333984375)"
2020/04/03/19:50:13.214306,"(-7.4770965576171875, -0.19512939453125, -7.3023223876953125)"
2020/04/03/19:50:13.319333,"(-7.5417327880859375, -0.1448516845703125, -7.35498046875)"
2020/04/03/19:50:13.423687,"(-7.6566619873046875, -0.0825958251953125, -7.412445068359375)"
2020/04/03/19:50:13.528123,"(-7.3238677978515625, -0.178375244140625, -7.35260009765625)"
2020/04/03/19:50:13.631481,"(-7.199371337890625, -0.2873077392578125, -7.264007568359375)"
2020/04/03/19:50:13.735761,"(-7.0138092041015625, -0.307647705078125, -7.353790283203125)"
2020/04/03/19:50:13.840195,"(-7.11676025390625, -0.2035064697265625, -7.5620880126953125)"
2020/04/03/19:50:13.943609,"(-7.05810546875, -0.1927337646484375, -7.5405426025390625)"
2020/04/03/19:50:14.048542,"(-7.0174102783203125, -0.1759796142578125, -7.669830322265625)"
2020/04/03/19:50:14.152977,"(-6.9455718994140625, -0.1927337646484375, -7.64349365234375)"
2020/04/03/19:50:14.258389,"(-6.9599456787109375, -0.1340789794921875, -7.7823486328125)"
2020/04/03/19:50:14.364364,"(-6.8282623291015625, -0.247802734375, -7.7763671875)"
2020/04/03/19:50:14.466366,"(-6.8641815185546875, -0.1424560546875, -7.833831787109375)"
2020/04/03/19:50:14.567177,"(-6.6798248291015625, -0.1460418701171875, -7.86016845703125)"
2020/04/03/19:50:14.670290,"(-6.805511474609375, -0.2130889892578125, -7.9559326171875)"
2020/04/03/19:50:14.775552,"(-6.6929931640625, -0.2023162841796875, -7.960723876953125)"
2020/04/03/19:50:14.881037,"(-6.57806396484375, -0.159210205078125, -8.0672607421875)"
2020/04/03/19:50:14.983070,"(-6.582855224609375, -0.2035064697265625, -8.058883666992188)"
2020/04/03/19:50:15.089488,"(-6.5792694091796875, -0.1604156494140625, -8.130706787109375)"
2020/04/03/19:50:15.192324,"(-6.5218048095703125, -0.15802001953125, -8.124725341796875)"
2020/04/03/19:50:15.296618,"(-6.513427734375, -0.16400146484375, -8.186965942382812)"
2020/04/03/19:50:15.401787,"(-6.4416046142578125, -0.2094879150390625, -8.259994506835938)"
2020/04/03/19:50:15.504944,"(-6.38055419921875, -0.15802001953125, -8.264785766601562)"
2020/04/03/19:50:15.608325,"(-6.2357025146484375, -0.2286529541015625, -8.291122436523438)"
2020/04/03/19:50:15.709882,"(-6.2201385498046875, -0.2082977294921875, -8.297103881835938)"
2020/04/03/19:50:15.816723,"(-6.1207733154296875, -0.2238616943359375, -8.37969970703125)"
2020/04/03/19:50:15.917786,"(-6.0860595703125, -0.1975250244140625, -8.328231811523438)"
2020/04/03/19:50:16.024263,"(-5.9412078857421875, -0.2202606201171875, -8.449142456054688)"
2020/04/03/19:50:16.128476,"(-5.991485595703125, -0.2130889892578125, -8.409637451171875)"
2020/04/03/19:50:16.231949,"(-5.8179168701171875, -0.2286529541015625, -8.58441162109375)"
2020/04/03/19:50:16.337116,"(-5.799957275390625, -0.205902099609375, -8.55328369140625)"
2020/04/03/19:50:16.439739,"(-5.8933258056640625, -0.178375244140625, -8.700531005859375)"
