time,.data
2020/04/03/19:48:39.378087,"(-20.78857421875, -17.8314208984375, 36.90185546875)"
2020/04/03/19:48:39.479468,"(-20.9075927734375, -18.87969970703125, 38.812255859375)"
2020/04/03/19:48:39.579295,"(-21.38519287109375, -17.64984130859375, 37.249755859375)"
2020/04/03/19:48:39.680601,"(-21.40045166015625, -18.16558837890625, 37.56866455078125)"
2020/04/03/19:48:39.784108,"(-21.9818115234375, -17.4774169921875, 37.59765625)"
2020/04/03/19:48:39.885431,"(-21.2066650390625, -17.8497314453125, 38.8275146484375)"
2020/04/03/19:48:39.982551,"(-20.78399658203125, -18.16558837890625, 36.90185546875)"
2020/04/03/19:48:40.082820,"(-21.07391357421875, -17.82684326171875, 36.9171142578125)"
2020/04/03/19:48:40.187683,"(-20.5413818359375, -18.17779541015625, 37.5244140625)"
2020/04/03/19:48:40.284199,"(-21.33331298828125, -18.33343505859375, 36.6119384765625)"
2020/04/03/19:48:40.384446,"(-21.66748046875, -17.99163818359375, 37.26348876953125)"
2020/04/03/19:48:40.485039,"(-21.42791748046875, -17.65594482421875, 37.8875732421875)"
2020/04/03/19:48:40.580029,"(-20.93963623046875, -18.023681640625, 39.1326904296875)"
2020/04/03/19:48:40.678973,"(-20.65277099609375, -18.0267333984375, 39.117431640625)"
2020/04/03/19:48:40.776907,"(-21.00982666015625, -17.63763427734375, 35.9619140625)"
2020/04/03/19:48:40.870891,"(-21.09375, -17.99774169921875, 37.2344970703125)"
2020/04/03/19:48:40.970168,"(-21.71173095703125, -17.99774169921875, 37.90130615234375)"
2020/04/03/19:48:41.069475,"(-21.18682861328125, -17.6666259765625, 38.5101318359375)"
2020/04/03/19:48:41.170347,"(-21.734619140625, -17.83447265625, 38.22021484375)"
2020/04/03/19:48:41.270600,"(-21.3409423828125, -17.6422119140625, 36.61346435546875)"
2020/04/03/19:48:41.372355,"(-21.46759033203125, -18.0084228515625, 38.52386474609375)"
2020/04/03/19:48:41.475771,"(-21.04339599609375, -18.67218017578125, 36.5966796875)"
2020/04/03/19:48:41.573168,"(-20.6451416015625, -18.70880126953125, 39.117431640625)"
2020/04/03/19:48:41.673954,"(-21.46453857421875, -18.35479736328125, 38.52386474609375)"
2020/04/03/19:48:41.776363,"(-21.15478515625, -18.52264404296875, 38.189697265625)"
2020/04/03/19:48:41.876297,"(-21.929931640625, -18.15185546875, 36.9598388671875)"
2020/04/03/19:48:41.975463,"(-21.23870849609375, -18.88275146484375, 39.46380615234375)"
2020/04/03/19:48:42.078025,"(-21.6033935546875, -17.8131103515625, 36.30828857421875)"
2020/04/03/19:48:42.179363,"(-21.1944580078125, -18.8751220703125, 38.82598876953125)"
2020/04/03/19:48:42.280099,"(-20.62530517578125, -18.536376953125, 38.79852294921875)"
2020/04/03/19:48:42.403563,"(-21.39739990234375, -18.511962890625, 37.567138671875)"
2020/04/03/19:48:42.490389,"(-20.513916015625, -18.68743896484375, 37.20550537109375)"
2020/04/03/19:48:42.591251,"(-21.13494873046875, -18.35174560546875, 37.872314453125)"
2020/04/03/19:48:42.689764,"(-21.22955322265625, -17.80242919921875, 35.02044677734375)"
2020/04/03/19:48:42.792009,"(-22.26409912109375, -17.82073974609375, 37.6129150390625)"
2020/04/03/19:48:42.894835,"(-20.8953857421875, -18.01605224609375, 38.494873046875)"
2020/04/03/19:48:42.994437,"(-20.8648681640625, -18.87054443359375, 38.1744384765625)"
2020/04/03/19:48:43.094151,"(-21.66748046875, -17.99163818359375, 37.26348876953125)"
2020/04/03/19:48:43.194124,"(-21.97723388671875, -17.82379150390625, 37.59765625)"
2020/04/03/19:48:43.299685,"(-20.80078125, -18.682861328125, 37.21923828125)"
2020/04/03/19:48:43.397610,"(-21.07391357421875, -17.82684326171875, 36.9171142578125)"
2020/04/03/19:48:43.496752,"(-21.13494873046875, -18.35174560546875, 37.872314453125)"
2020/04/03/19:48:43.596864,"(-20.5413818359375, -18.17779541015625, 37.5244140625)"
2020/04/03/19:48:43.701002,"(-21.15020751953125, -18.86749267578125, 38.189697265625)"
2020/04/03/19:48:43.800624,"(-21.380615234375, -17.99468994140625, 37.249755859375)"
2020/04/03/19:48:43.898782,"(-20.91064453125, -18.5333251953125, 38.81378173828125)"
2020/04/03/19:48:44.000387,"(-21.3134765625, -18.15185546875, 36.29302978515625)"
2020/04/03/19:48:44.103306,"(-21.17462158203125, -18.69354248046875, 38.50860595703125)"
2020/04/03/19:48:44.200958,"(-20.82366943359375, -18.51959228515625, 37.53814697265625)"
2020/04/03/19:48:44.301940,"(-20.91522216796875, -18.1884765625, 38.81378173828125)"
2020/04/03/19:48:44.405682,"(-21.66290283203125, -18.33648681640625, 37.26348876953125)"
2020/04/03/19:48:44.505349,"(-21.1822509765625, -18.01300048828125, 38.5101318359375)"
2020/04/03/19:48:44.605735,"(-20.89080810546875, -18.3624267578125, 38.494873046875)"
2020/04/03/19:48:44.704657,"(-21.3134765625, -18.15185546875, 36.29302978515625)"
2020/04/03/19:48:44.809410,"(-21.64306640625, -18.1549072265625, 36.944580078125)"
2020/04/03/19:48:44.907660,"(-21.66290283203125, -18.33648681640625, 37.26348876953125)"
2020/04/03/19:48:45.008156,"(-21.24176025390625, -18.536376953125, 39.46380615234375)"
2020/04/03/19:48:45.108082,"(-21.38519287109375, -17.64984130859375, 37.249755859375)"
2020/04/03/19:48:45.200957,"(-21.3775634765625, -18.33953857421875, 37.249755859375)"
2020/04/03/19:48:45.301036,"(-21.07086181640625, -18.16253662109375, 36.91558837890625)"
2020/04/03/19:48:45.399990,"(-20.75958251953125, -18.33953857421875, 36.58294677734375)"
2020/04/03/19:48:45.501092,"(-21.7071533203125, -18.3441162109375, 37.8997802734375)"
2020/04/03/19:48:45.595369,"(-21.62017822265625, -18.328857421875, 36.62567138671875)"
2020/04/03/19:48:45.692938,"(-21.33331298828125, -18.33343505859375, 36.6119384765625)"
2020/04/03/19:48:45.792510,"(-21.6400146484375, -18.50128173828125, 36.944580078125)"
2020/04/03/19:48:45.893688,"(-21.1700439453125, -19.03839111328125, 38.507080078125)"
2020/04/03/19:48:45.996732,"(-21.17767333984375, -18.35784912109375, 38.50860595703125)"
2020/04/03/19:48:46.094948,"(-20.82366943359375, -18.51959228515625, 37.53814697265625)"
2020/04/03/19:48:46.196246,"(-20.8953857421875, -18.01605224609375, 38.494873046875)"
2020/04/03/19:48:46.296392,"(-21.11053466796875, -18.5150146484375, 37.55340576171875)"
2020/04/03/19:48:46.391523,"(-22.259521484375, -18.1549072265625, 37.61138916015625)"
2020/04/03/19:48:46.488996,"(-20.91064453125, -18.5333251953125, 38.81378173828125)"
2020/04/03/19:48:46.588840,"(-20.8648681640625, -18.87054443359375, 38.1744384765625)"
2020/04/03/19:48:46.690922,"(-21.94976806640625, -18.33343505859375, 37.27874755859375)"
2020/04/03/19:48:46.791504,"(-21.0235595703125, -18.50128173828125, 36.27777099609375)"
2020/04/03/19:48:46.892044,"(-21.1578369140625, -18.17779541015625, 38.19122314453125)"
2020/04/03/19:48:46.990569,"(-21.64764404296875, -17.82073974609375, 36.94610595703125)"
2020/04/03/19:48:47.091357,"(-21.11053466796875, -18.5150146484375, 37.55340576171875)"
2020/04/03/19:48:47.195663,"(-21.47216796875, -17.66357421875, 38.525390625)"
2020/04/03/19:48:47.292947,"(-20.80078125, -18.682861328125, 37.21923828125)"
2020/04/03/19:48:47.395577,"(-21.17767333984375, -18.35784912109375, 38.50860595703125)"
2020/04/03/19:48:47.494470,"(-20.53680419921875, -18.52264404296875, 37.5244140625)"
2020/04/03/19:48:47.598524,"(-21.3897705078125, -19.1925048828125, 37.56561279296875)"
2020/04/03/19:48:47.698056,"(-21.07086181640625, -18.16253662109375, 36.91558837890625)"
2020/04/03/19:48:47.796623,"(-21.0235595703125, -18.50128173828125, 36.27777099609375)"
2020/04/03/19:48:47.891660,"(-21.417236328125, -18.682861328125, 37.884521484375)"
2020/04/03/19:48:47.990090,"(-21.13037109375, -18.68743896484375, 37.87078857421875)"
2020/04/03/19:48:48.092083,"(-21.07086181640625, -18.16253662109375, 36.91558837890625)"
2020/04/03/19:48:48.189793,"(-21.600341796875, -18.1488037109375, 36.30828857421875)"
2020/04/03/19:48:48.282269,"(-21.15020751953125, -18.86749267578125, 38.189697265625)"
2020/04/03/19:48:48.381254,"(-20.8648681640625, -18.87054443359375, 38.1744384765625)"
2020/04/03/19:48:48.481981,"(-19.98748779296875, -18.365478515625, 37.8143310546875)"
2020/04/03/19:48:48.582345,"(-21.71478271484375, -17.65289306640625, 37.90283203125)"
2020/04/03/19:48:48.675821,"(-21.30889892578125, -18.4967041015625, 36.29302978515625)"
2020/04/03/19:48:48.774951,"(-21.7071533203125, -18.3441162109375, 37.8997802734375)"
2020/04/03/19:48:48.874305,"(-21.62017822265625, -18.328857421875, 36.62567138671875)"
2020/04/03/19:48:48.975237,"(-21.7071533203125, -18.3441162109375, 37.8997802734375)"
2020/04/03/19:48:49.077597,"(-20.53375244140625, -18.86749267578125, 37.52288818359375)"
2020/04/03/19:48:49.180524,"(-21.15478515625, -18.52264404296875, 38.189697265625)"
2020/04/03/19:48:49.278630,"(-21.7315673828125, -18.170166015625, 38.21868896484375)"
2020/04/03/19:48:49.377904,"(-21.9146728515625, -17.63458251953125, 36.6424560546875)"
2020/04/03/19:48:49.480048,"(-21.13494873046875, -18.35174560546875, 37.872314453125)"
2020/04/03/19:48:49.579348,"(-21.30889892578125, -18.4967041015625, 36.29302978515625)"
2020/04/03/19:48:49.682963,"(-21.04339599609375, -18.67218017578125, 36.5966796875)"
2020/04/03/19:48:49.780966,"(-21.40045166015625, -18.16558837890625, 37.56866455078125)"
2020/04/03/19:48:49.885856,"(-20.489501953125, -18.86138916015625, 36.8865966796875)"
2020/04/03/19:48:49.983110,"(-21.15020751953125, -18.86749267578125, 38.189697265625)"
2020/04/03/19:48:50.082441,"(-21.39739990234375, -18.511962890625, 37.567138671875)"
2020/04/03/19:48:50.183553,"(-21.0479736328125, -18.33648681640625, 36.5966796875)"
2020/04/03/19:48:50.288008,"(-21.7315673828125, -18.170166015625, 38.21868896484375)"
2020/04/03/19:48:50.387603,"(-21.68731689453125, -18.16253662109375, 37.5823974609375)"
2020/04/03/19:48:50.485415,"(-20.88775634765625, -18.69659423828125, 38.494873046875)"
2020/04/03/19:48:50.585837,"(-21.42791748046875, -17.65594482421875, 37.8875732421875)"
2020/04/03/19:48:50.680904,"(-21.71173095703125, -17.99774169921875, 37.90130615234375)"
2020/04/03/19:48:50.778754,"(-21.026611328125, -18.1549072265625, 36.279296875)"
2020/04/03/19:48:50.878462,"(-21.15478515625, -18.52264404296875, 38.189697265625)"
2020/04/03/19:48:50.979197,"(-20.53375244140625, -18.86749267578125, 37.52288818359375)"
2020/04/03/19:48:51.082094,"(-21.197509765625, -18.5302734375, 38.8275146484375)"
2020/04/03/19:48:51.180853,"(-20.89080810546875, -18.3624267578125, 38.494873046875)"
2020/04/03/19:48:51.281352,"(-21.3775634765625, -18.33953857421875, 37.249755859375)"
2020/04/03/19:48:51.383910,"(-21.29364013671875, -17.97943115234375, 35.97564697265625)"
2020/04/03/19:48:51.482694,"(-21.9146728515625, -17.63458251953125, 36.6424560546875)"
2020/04/03/19:48:51.582255,"(-22.0458984375, -17.65594482421875, 38.5528564453125)"
2020/04/03/19:48:51.683777,"(-20.61767578125, -19.21844482421875, 38.7969970703125)"
2020/04/03/19:48:51.778316,"(-21.1944580078125, -18.8751220703125, 38.82598876953125)"
2020/04/03/19:48:51.875138,"(-21.69189453125, -17.82684326171875, 37.5823974609375)"
2020/04/03/19:48:51.977485,"(-21.11053466796875, -18.5150146484375, 37.55340576171875)"
2020/04/03/19:48:52.077839,"(-21.5087890625, -18.3624267578125, 39.16015625)"
2020/04/03/19:48:52.180841,"(-20.78857421875, -17.8314208984375, 36.90185546875)"
2020/04/03/19:48:52.280982,"(-21.771240234375, -18.52264404296875, 38.85650634765625)"
2020/04/03/19:48:52.381766,"(-21.7071533203125, -18.3441162109375, 37.8997802734375)"
2020/04/03/19:48:52.479664,"(-21.5087890625, -18.3624267578125, 39.16015625)"
2020/04/03/19:48:52.573962,"(-20.477294921875, -17.99774169921875, 36.5692138671875)"
2020/04/03/19:48:52.671781,"(-20.82366943359375, -18.51959228515625, 37.53814697265625)"
2020/04/03/19:48:52.771839,"(-21.07086181640625, -18.16253662109375, 36.91558837890625)"
2020/04/03/19:48:52.872247,"(-21.0235595703125, -18.50128173828125, 36.27777099609375)"
2020/04/03/19:48:52.975446,"(-21.04339599609375, -18.67218017578125, 36.5966796875)"
2020/04/03/19:48:53.074804,"(-21.15020751953125, -18.86749267578125, 38.189697265625)"
2020/04/03/19:48:53.174520,"(-20.75653076171875, -18.6767578125, 36.5814208984375)"
2020/04/03/19:48:53.275445,"(-21.97418212890625, -18.15948486328125, 37.59765625)"
2020/04/03/19:48:53.378999,"(-21.17462158203125, -18.69354248046875, 38.50860595703125)"
2020/04/03/19:48:53.476645,"(-21.905517578125, -18.3258056640625, 36.639404296875)"
2020/04/03/19:48:53.576691,"(-21.37298583984375, -18.6767578125, 37.24822998046875)"
2020/04/03/19:48:53.677963,"(-20.79620361328125, -19.0277099609375, 37.21923828125)"
2020/04/03/19:48:53.781038,"(-20.88775634765625, -18.69659423828125, 38.494873046875)"
2020/04/03/19:48:53.879190,"(-21.00372314453125, -18.328857421875, 35.96038818359375)"
2020/04/03/19:48:53.980633,"(-20.82061767578125, -18.86444091796875, 37.53814697265625)"
2020/04/03/19:48:54.083856,"(-21.3775634765625, -18.33953857421875, 37.249755859375)"
2020/04/03/19:48:54.183123,"(-21.46148681640625, -18.69049072265625, 38.52386474609375)"
2020/04/03/19:48:54.282312,"(-21.7315673828125, -18.170166015625, 38.21868896484375)"
2020/04/03/19:48:54.383030,"(-20.65277099609375, -18.0267333984375, 39.117431640625)"
2020/04/03/19:48:54.477507,"(-21.1578369140625, -18.17779541015625, 38.19122314453125)"
2020/04/03/19:48:54.575790,"(-20.82366943359375, -18.51959228515625, 37.53814697265625)"
2020/04/03/19:48:54.675545,"(-20.2911376953125, -18.87969970703125, 38.14544677734375)"
2020/04/03/19:48:54.776678,"(-20.82061767578125, -18.86444091796875, 37.53814697265625)"
2020/04/03/19:48:54.881046,"(-20.25146484375, -18.52569580078125, 37.5091552734375)"
2020/04/03/19:48:54.979532,"(-19.256591796875, -18.73321533203125, 39.6820068359375)"
2020/04/03/19:48:55.078400,"(-18.6187744140625, -18.56231689453125, 38.69781494140625)"
2020/04/03/19:48:55.172503,"(-18.04351806640625, -18.914794921875, 38.6688232421875)"
2020/04/03/19:48:55.271876,"(-16.56951904296875, -18.58062744140625, 37.95928955078125)"
2020/04/03/19:48:55.371467,"(-16.7022705078125, -18.60198974609375, 39.8712158203125)"
2020/04/03/19:48:55.470973,"(-16.326904296875, -18.59130859375, 38.58184814453125)"
2020/04/03/19:48:55.571235,"(-15.2252197265625, -18.6126708984375, 39.16168212890625)"
2020/04/03/19:48:55.675253,"(-15.55938720703125, -18.2708740234375, 39.81475830078125)"
2020/04/03/19:48:55.879215,"(-13.7847900390625, -19.3115234375, 39.08843994140625)"
2020/04/03/19:48:55.885361,"(-13.0126953125, -19.33746337890625, 40.31982421875)"
2020/04/03/19:48:56.073716,"(-12.53204345703125, -19.02313232421875, 41.56646728515625)"
2020/04/03/19:48:56.078898,"(-11.907958984375, -19.70367431640625, 40.899658203125)"
2020/04/03/19:48:56.239186,"(-11.297607421875, -19.02313232421875, 40.234375)"
2020/04/03/19:48:56.349875,"(-10.2325439453125, -19.732666015625, 41.448974609375)"
2020/04/03/19:48:56.503379,"(-11.07177734375, -19.549560546875, 41.17431640625)"
2020/04/03/19:48:56.504272,"(-9.33380126953125, -19.390869140625, 40.76995849609375)"
2020/04/03/19:48:56.578298,"(-9.01031494140625, -18.70574951171875, 40.118408203125)"
2020/04/03/19:48:56.679400,"(-9.1339111328125, -19.4091796875, 42.03033447265625)"
2020/04/03/19:48:56.782115,"(-9.10186767578125, -18.3746337890625, 41.39556884765625)"
2020/04/03/19:48:56.917706,"(-7.415771484375, -19.4305419921875, 41.943359375)"
2020/04/03/19:48:56.982690,"(-5.87158203125, -19.6075439453125, 40.27862548828125)"
2020/04/03/19:48:57.114061,"(-5.95855712890625, -19.622802734375, 41.552734375)"
2020/04/03/19:48:57.186060,"(-5.69915771484375, -19.1162109375, 41.85791015625)"
2020/04/03/19:48:57.319508,"(-5.14678955078125, -19.29473876953125, 42.1478271484375)"
2020/04/03/19:48:57.385375,"(-4.8095703125, -19.97222900390625, 41.4947509765625)"
2020/04/03/19:48:57.524484,"(-4.327392578125, -19.65789794921875, 42.7398681640625)"
2020/04/03/19:48:57.579660,"(-3.753662109375, -19.66552734375, 42.71240234375)"
2020/04/03/19:48:57.723114,"(-2.5634765625, -19.67315673828125, 42.0166015625)"
2020/04/03/19:48:57.780514,"(-2.01568603515625, -19.5068359375, 42.3065185546875)"
2020/04/03/19:48:57.934065,"(-1.92413330078125, -19.83642578125, 41.03240966796875)"
2020/04/03/19:48:57.982202,"(-1.12762451171875, -20.025634765625, 41.94488525390625)"
2020/04/03/19:48:58.132834,"(-0.54168701171875, -19.18182373046875, 41.5985107421875)"
2020/04/03/19:48:58.190271,"(-0.88958740234375, -19.70062255859375, 42.56744384765625)"
2020/04/03/19:48:58.346386,"(-0.49896240234375, -19.1741943359375, 40.960693359375)"
2020/04/03/19:48:58.374044,"(0.91705322265625, -19.70977783203125, 41.2078857421875)"
2020/04/03/19:48:58.474258,"(0.6072998046875, -19.53125, 41.54052734375)"
2020/04/03/19:48:58.572638,"(1.09710693359375, -19.8974609375, 42.78564453125)"
2020/04/03/19:48:58.673338,"(2.0660400390625, -20.0592041015625, 41.14837646484375)"
2020/04/03/19:48:58.774703,"(1.93634033203125, -20.08056640625, 43.060302734375)"
2020/04/03/19:48:58.875046,"(3.4088134765625, -19.75555419921875, 42.352294921875)"
2020/04/03/19:48:58.975140,"(3.11737060546875, -19.4061279296875, 42.3675537109375)"
2020/04/03/19:48:59.076562,"(3.45611572265625, -20.0836181640625, 41.7144775390625)"
2020/04/03/19:48:59.177418,"(3.8055419921875, -19.90966796875, 40.7440185546875)"
2020/04/03/19:48:59.277144,"(4.60205078125, -20.09735107421875, 41.656494140625)"
2020/04/03/19:48:59.378333,"(5.28717041015625, -20.26519775390625, 40.03448486328125)"
2020/04/03/19:48:59.480299,"(5.46112060546875, -20.10955810546875, 41.61376953125)"
2020/04/03/19:48:59.581493,"(6.34002685546875, -19.94781494140625, 41.2506103515625)"
2020/04/03/19:48:59.680337,"(6.41326904296875, -20.45135498046875, 40.29541015625)"
2020/04/03/19:48:59.781854,"(7.47528076171875, -20.8251953125, 41.51153564453125)"
2020/04/03/19:48:59.888230,"(6.93359375, -19.7845458984375, 40.90423583984375)"
2020/04/03/19:48:59.984498,"(8.09173583984375, -20.8251953125, 40.8447265625)"
2020/04/03/19:49:00.082417,"(8.14361572265625, -19.610595703125, 39.89105224609375)"
2020/04/03/19:49:00.183712,"(7.59429931640625, -19.77691650390625, 39.60113525390625)"
2020/04/03/19:49:00.280977,"(8.36944580078125, -20.1385498046875, 40.83251953125)"
2020/04/03/19:49:00.377792,"(9.0301513671875, -20.13092041015625, 39.52789306640625)"
2020/04/03/19:49:00.477329,"(9.893798828125, -20.4864501953125, 39.48516845703125)"
2020/04/03/19:49:00.577067,"(9.210205078125, -20.330810546875, 41.107177734375)"
2020/04/03/19:49:00.672386,"(10.13641357421875, -20.4986572265625, 40.10772705078125)"
2020/04/03/19:49:00.770112,"(9.85107421875, -20.49407958984375, 40.1214599609375)"
2020/04/03/19:49:00.868708,"(11.54937744140625, -20.68634033203125, 40.3533935546875)"
2020/04/03/19:49:00.968949,"(11.61041259765625, -20.1629638671875, 39.39971923828125)"
2020/04/03/19:49:01.061912,"(11.36627197265625, -20.15228271484375, 38.775634765625)"
2020/04/03/19:49:01.160932,"(12.55950927734375, -20.5047607421875, 38.08135986328125)"
2020/04/03/19:49:01.261940,"(11.61041259765625, -20.1629638671875, 39.39971923828125)"
2020/04/03/19:49:01.361705,"(12.384033203125, -20.53375244140625, 40.62957763671875)"
2020/04/03/19:49:01.455682,"(12.77923583984375, -20.3521728515625, 39.0228271484375)"
2020/04/03/19:49:01.553669,"(13.57421875, -20.5413818359375, 39.935302734375)"
